site	visit	urban	urban_ord	julian_day	day_square	family	genus	plant	insect	p_species	i_species
BLAN	1	medium	b	94	8836	halictidae	lasioglossum	tar.r	l.lat	Taraxacum sect. Ruderalia	Lasioglossum laticeps
BLAN	2	medium	b	110	12100	halictidae	lasioglossum	tar.r	l.nit	Taraxacum sect. Ruderalia	Lasioglossum nitidulum
BLAN	3	medium	b	131	17161	halictidae	lasioglossum	ger.p	l.cal	Geranium pyrenaicum	Lasioglossum calceatum
BLAN	3	medium	b	131	17161	halictidae	lasioglossum	ger.p	l.nit	Geranium pyrenaicum	Lasioglossum nitidulum
BLAN	3	medium	b	131	17161	halictidae	lasioglossum	leu.v	l.nit	Leucanthemum vulgare	Lasioglossum nitidulum
BLAN	4	medium	b	145	21025	halictidae	lasioglossum	ger.p	l.nit	Geranium pyrenaicum	Lasioglossum nitidulum
BLAN	4	medium	b	145	21025	halictidae	lasioglossum	sil.l	l.cal	Silene latifolia	Lasioglossum calceatum
BLAN	5	medium	b	158	24964	halictidae	lasioglossum	leu.v	l.leu	Leucanthemum vulgare	Lasioglossum leucozonium
BLAN	5	medium	b	158	24964	halictidae	lasioglossum	leu.v	l.leu	Leucanthemum vulgare	Lasioglossum leucozonium
BLAN	5	medium	b	158	24964	halictidae	lasioglossum	leu.v	l.nit	Leucanthemum vulgare	Lasioglossum nitidulum
BLAN	6	medium	b	171	29241	halictidae	lasioglossum	mal.m	l.nit	Malva moschata	Lasioglossum nitidulum
BLAN	6	medium	b	171	29241	halictidae	lasioglossum	mal.m	l.nit	Malva moschata	Lasioglossum nitidulum
BLAN	6	medium	b	171	29241	halictidae	lasioglossum	sen.v	l.nit	Senecio vulgaris	Lasioglossum nitidulum
LEED	1	high	c	97	9409	halictidae	lasioglossum	bel.p	l.cal	Bellis perennis	Lasioglossum calceatum
LEED	1	high	c	97	9409	halictidae	lasioglossum	tar.r	l.cal	Taraxacum sect. Ruderalia	Lasioglossum calceatum
LEED	1	high	c	97	9409	halictidae	lasioglossum	bel.p	l.cal	Bellis perennis	Lasioglossum calceatum
LEED	1	high	c	97	9409	halictidae	lasioglossum	bel.p	l.cal	Bellis perennis	Lasioglossum calceatum
LEED	1	high	c	97	9409	halictidae	lasioglossum	bel.p	l.cal	Bellis perennis	Lasioglossum calceatum
LEED	2	high	c	116	13456	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
LEED	3	high	c	136	18496	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
LEED	3	high	c	136	18496	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
LEED	3	high	c	136	18496	halictidae	lasioglossum	ran.r	l.mor	Ranunculus repens	Lasioglossum morio
LEED	3	high	c	136	18496	halictidae	lasioglossum	hyp.r	l.cal	Hypochaeris radicata	Lasioglossum calceatum
LEED	4	high	c	151	22801	halictidae	lasioglossum	NA	NA	NA	NA
LEED	5	high	c	165	27225	halictidae	lasioglossum	NA	NA	NA	NA
LEED	6	high	c	180	32400	halictidae	lasioglossum	cen.j	l.cal	Centaurea jacea	Lasioglossum calceatum
DEUS	1	high	c	104	10816	halictidae	lasioglossum	tar.r	l.cal	Taraxacum sect. Ruderalia	Lasioglossum calceatum
DEUS	1	high	c	104	10816	halictidae	lasioglossum	tar.r	l.cal	Taraxacum sect. Ruderalia	Lasioglossum calceatum
DEUS	1	high	c	104	10816	halictidae	lasioglossum	tar.r	l.cal	Taraxacum sect. Ruderalia	Lasioglossum calceatum
DEUS	1	high	c	104	10816	halictidae	lasioglossum	med.l	l.cal	Medicago lupulina	Lasioglossum calceatum
DEUS	1	high	c	104	10816	halictidae	lasioglossum	tar.r	l.mor	Taraxacum sect. Ruderalia	Lasioglossum morio
DEUS	1	high	c	104	10816	halictidae	lasioglossum	tar.r	l.mor	Taraxacum sect. Ruderalia	Lasioglossum morio
DEUS	1	high	c	104	10816	halictidae	lasioglossum	tar.r	l.cal	Taraxacum sect. Ruderalia	Lasioglossum calceatum
DEUS	1	high	c	104	10816	halictidae	lasioglossum	tar.r	l.cal	Taraxacum sect. Ruderalia	Lasioglossum calceatum
DEUS	2	high	c	NA	NA	halictidae	lasioglossum	NA	NA	NA	NA
DEUS	3	high	c	130	16900	halictidae	lasioglossum	NA	NA	NA	NA
DEUS	4	high	c	143	20449	halictidae	lasioglossum	pap.r	l.cal	Papaver rhoeas	Lasioglossum calceatum
DEUS	5	high	c	159	25281	halictidae	lasioglossum	pap.r	l.mor	Papaver rhoeas	Lasioglossum morio
DEUS	5	high	c	159	25281	halictidae	lasioglossum	leu.v	l.nit	Leucanthemum vulgare	Lasioglossum nitidulum
DEUS	6	high	c	173	29929	halictidae	lasioglossum	gal.m	l.lat	Galium mollugo	Lasioglossum laticeps
DEUS	6	high	c	173	29929	halictidae	lasioglossum	cen.j	l.lat	Centaurea jacea	Lasioglossum laticeps
ZENB	1	high	c	94	8836	halictidae	lasioglossum	tar.r	l.lat	Taraxacum sect. Ruderalia	Lasioglossum laticeps
ZENB	1	high	c	94	8836	halictidae	lasioglossum	tar.r	l.cal	Taraxacum sect. Ruderalia	Lasioglossum calceatum
ZENB	2	high	c	110	12100	halictidae	lasioglossum	NA	NA	NA	NA
ZENB	3	high	c	131	17161	halictidae	lasioglossum	ger.p	l.cal	Geranium pyrenaicum	Lasioglossum calceatum
ZENB	3	high	c	131	17161	halictidae	lasioglossum	ran.r	l.cal	Ranunculus repens	Lasioglossum calceatum
ZENB	4	high	c	145	21025	halictidae	lasioglossum	ger.p	l.cal	Geranium pyrenaicum	Lasioglossum calceatum
ZENB	4	high	c	145	21025	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
ZENB	5	high	c	158	24964	halictidae	lasioglossum	NA	NA	NA	NA
ZENB	6	high	c	171	29241	halictidae	lasioglossum	hyp.p	l.mor	Hypericum perforatum	Lasioglossum morio
ZENB	6	high	c	171	29241	halictidae	lasioglossum	mal.m	l.cal	Malva moschata	Lasioglossum calceatum
ZENB	6	high	c	171	29241	halictidae	lasioglossum	cen.j	l.pau	Centaurea jacea	Lasioglossum pauxillum
COUB	1	high	c	94	8836	halictidae	lasioglossum	NA	NA	NA	NA
COUB	2	high	c	110	12100	halictidae	lasioglossum	ver.p	l.cal	Veronica persica	Lasioglossum calceatum
COUB	2	high	c	110	12100	halictidae	lasioglossum	sil.l	l.cal	Silene latifolia	Lasioglossum calceatum
COUB	2	high	c	110	12100	halictidae	lasioglossum	bra.n	l.mor	Brassica nigra	Lasioglossum morio
COUB	3	high	c	131	17161	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
COUB	3	high	c	131	17161	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
COUB	3	high	c	131	17161	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
COUB	3	high	c	131	17161	halictidae	lasioglossum	ach.m	l.cal	Achillea millefolium	Lasioglossum calceatum
COUB	3	high	c	131	17161	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
COUB	3	high	c	131	17161	halictidae	lasioglossum	leu.v	l.cal	Leucanthemum vulgare	Lasioglossum calceatum
COUB	4	high	c	145	21025	halictidae	lasioglossum	leu.v	l.xan	Leucanthemum vulgare	Lasioglossum xanthopus
COUB	4	high	c	145	21025	halictidae	lasioglossum	leu.v	l.pau	Leucanthemum vulgare	Lasioglossum pauxillum
COUB	4	high	c	145	21025	halictidae	lasioglossum	cya.s	l.cal	Cyanus segetum	Lasioglossum calceatum
COUB	5	high	c	158	24964	halictidae	lasioglossum	NA	NA	NA	NA
COUB	6	high	c	171	29241	halictidae	lasioglossum	con.a	l.mor	Convolvulus arvensis	Lasioglossum morio
SANT	1	low	a	95	9025	apidae	bombus	gle.h	b.pas	Glechoma hederacea	Bombus pascuorum
SANT	1	low	a	95	9025	apidae	bombus	tar.r	b.pas	Taraxacum sect. Ruderalia	Bombus pascuorum
SANT	1	low	a	95	9025	apidae	bombus	gle.h	b.pas	Glechoma hederacea	Bombus pascuorum
SANT	1	low	a	95	9025	apidae	bombus	gle.h	b.pas	Glechoma hederacea	Bombus pascuorum
SANT	2	low	a	114	12996	apidae	bombus	tar.r	b.lap	Taraxacum sect. Ruderalia	Bombus lapidarius
SANT	2	low	a	114	12996	apidae	bombus	gle.h	b.lap	Glechoma hederacea	Bombus lapidarius
SANT	2	low	a	114	12996	apidae	bombus	tar.r	b.lap	Taraxacum sect. Ruderalia	Bombus lapidarius
SANT	2	low	a	114	12996	apidae	bombus	tar.r	b.lap	Taraxacum sect. Ruderalia	Bombus lapidarius
SANT	2	low	a	114	12996	apidae	bombus	gle.h	b.pas	Glechoma hederacea	Bombus pascuorum
SANT	2	low	a	114	12996	apidae	bombus	tar.r	b.pas	Taraxacum sect. Ruderalia	Bombus pascuorum
SANT	2	low	a	114	12996	apidae	bombus	tar.r	b.pas	Taraxacum sect. Ruderalia	Bombus pascuorum
SANT	2	low	a	114	12996	apidae	bombus	tar.r	b.pas	Taraxacum sect. Ruderalia	Bombus pascuorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.hyp	Silene flos-cuculi	Bombus hypnorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.lap	Silene flos-cuculi	Bombus lapidarius
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.lap	Silene flos-cuculi	Bombus lapidarius
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.lap	Silene flos-cuculi	Bombus lapidarius
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.lap	Silene flos-cuculi	Bombus lapidarius
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.lap	Silene flos-cuculi	Bombus lapidarius
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	3	low	a	129	16641	apidae	bombus	gle.h	b.pas	Glechoma hederacea	Bombus pascuorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.pra	Silene flos-cuculi	Bombus pratorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.pra	Silene flos-cuculi	Bombus pratorum
SANT	3	low	a	129	16641	apidae	bombus	sil.f	b.syl	Silene flos-cuculi	Bombus sylvestris
SANT	3	low	a	129	16641	apidae	bombus	vic.s	b.ter	Vicia sativa	Bombus terrestris
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.hyp	Silene flos-cuculi	Bombus hypnorum
SANT	4	low	a	142	20164	apidae	bombus	leo.h	b.hyp	Leontodon hispidus	Bombus hypnorum
SANT	4	low	a	142	20164	apidae	bombus	leo.h	b.hyp	Leontodon hispidus	Bombus hypnorum
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.lap	Silene flos-cuculi	Bombus lapidarius
SANT	4	low	a	142	20164	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	kna.a	b.pas	Knautia arvensis	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.pas	Silene flos-cuculi	Bombus pascuorum
SANT	4	low	a	142	20164	apidae	bombus	tri.r	b.ter	Trifolium repens	Bombus terrestris
SANT	4	low	a	142	20164	apidae	bombus	leu.v	b.ter	Leucanthemum vulgare	Bombus terrestris
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.ter	Silene flos-cuculi	Bombus terrestris
SANT	4	low	a	142	20164	apidae	bombus	leu.v	b.ter	Leucanthemum vulgare	Bombus terrestris
SANT	4	low	a	142	20164	apidae	bombus	sil.f	b.ves	Silene flos-cuculi	Bombus vestalis
SANT	4	low	a	142	20164	apidae	bombus	tri.r	b.pas	Trifolium repens	Bombus pascuorum
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.hyp	Trifolium repens	Bombus hypnorum
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	5	low	a	156	24336	apidae	bombus	sym.o	b.pas	Symphytum officinale	Bombus pascuorum
SANT	5	low	a	156	24336	apidae	bombus	cen.j	b.pas	Centaurea jacea	Bombus pascuorum
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.pas	Trifolium repens	Bombus pascuorum
SANT	5	low	a	156	24336	apidae	bombus	kna.a	b.syl	Knautia arvensis	Bombus sylvestris
SANT	5	low	a	156	24336	apidae	bombus	kna.a	b.ter	Knautia arvensis	Bombus terrestris
SANT	5	low	a	156	24336	apidae	bombus	sym.o	b.ter	Symphytum officinale	Bombus terrestris
SANT	5	low	a	156	24336	apidae	bombus	kna.a	b.ter	Knautia arvensis	Bombus terrestris
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.ter	Trifolium repens	Bombus terrestris
SANT	5	low	a	156	24336	apidae	bombus	tri.r	b.ter	Trifolium repens	Bombus terrestris
SANT	5	low	a	156	24336	apidae	bombus	leu.v	b.ter	Leucanthemum vulgare	Bombus terrestris
SANT	5	low	a	156	24336	apidae	bombus	kna.a	b.ter	Knautia arvensis	Bombus terrestris
SANT	5	low	a	156	24336	apidae	bombus	cen.j	b.ves	Centaurea jacea	Bombus vestalis
SANT	5	low	a	156	24336	apidae	bombus	cen.j	b.ves	Centaurea jacea	Bombus vestalis
SANT	6	low	a	170	28900	apidae	bombus	cen.j	b.lap	Centaurea jacea	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.lap	Trifolium repens	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	cen.j	b.lap	Centaurea jacea	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.ter	Trifolium repens	Bombus terrestris
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.pas	Lotus corniculatus	Bombus pascuorum
SANT	6	low	a	170	28900	apidae	bombus	pru.v	b.pas	Prunella vulgaris	Bombus pascuorum
SANT	6	low	a	170	28900	apidae	bombus	lot.c	b.pas	Lotus corniculatus	Bombus pascuorum
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.pas	Trifolium repens	Bombus pascuorum
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.pas	Trifolium repens	Bombus pascuorum
SANT	6	low	a	170	28900	apidae	bombus	mal.m	b.syl	Malva moschata	Bombus sylvestris
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.ter	Trifolium repens	Bombus terrestris
SANT	6	low	a	170	28900	apidae	bombus	leu.v	b.ter	Leucanthemum vulgare	Bombus terrestris
SANT	6	low	a	170	28900	apidae	bombus	tri.r	b.ter	Trifolium repens	Bombus terrestris
SANT	6	low	a	170	28900	apidae	bombus	cen.j	b.ves	Centaurea jacea	Bombus vestalis
MOSA	1	low	a	95	9025	apidae	bombus	gle.h	b.pas	Glechoma hederacea	Bombus pascuorum
MOSA	2	low	a	114	12996	apidae	bombus	tar.r	b.lap	Taraxacum sect. Ruderalia	Bombus lapidarius
MOSA	2	low	a	114	12996	apidae	bombus	sym.o	b.pas	Symphytum officinale	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	vic.s	b.hor	Vicia sativa	Bombus hortorum
MOSA	3	low	a	129	16641	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	sym.o	b.pas	Symphytum officinale	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	sym.o	b.pas	Symphytum officinale	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	gle.h	b.pas	Glechoma hederacea	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	3	low	a	129	16641	apidae	bombus	sym.o	b.pra	Symphytum officinale	Bombus pratorum
MOSA	3	low	a	129	16641	apidae	bombus	sym.o	b.pra	Symphytum officinale	Bombus pratorum
MOSA	3	low	a	129	16641	apidae	bombus	vic.s	b.ter	Vicia sativa	Bombus terrestris
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.hor	Rhinanthus minor	Bombus hortorum
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.hor	Rhinanthus minor	Bombus hortorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.hor	Vicia sativa	Bombus hortorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.hyp	Vicia sativa	Bombus hypnorum
MOSA	4	low	a	142	20164	apidae	bombus	med.l	b.lap	Medicago lupulina	Bombus lapidarius
MOSA	4	low	a	142	20164	apidae	bombus	med.l	b.lap	Medicago lupulina	Bombus lapidarius
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.pas	Rhinanthus minor	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.pas	Rhinanthus minor	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	med.l	b.pas	Medicago lupulina	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.pas	Rhinanthus minor	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pas	Vicia sativa	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.pas	Rhinanthus minor	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.pas	Rhinanthus minor	Bombus pascuorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pra	Vicia sativa	Bombus pratorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pra	Vicia sativa	Bombus pratorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pra	Vicia sativa	Bombus pratorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pra	Vicia sativa	Bombus pratorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.pra	Vicia sativa	Bombus pratorum
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.syl	Vicia sativa	Bombus sylvestris
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.ter	Vicia sativa	Bombus terrestris
MOSA	4	low	a	142	20164	apidae	bombus	rhi.m	b.ter	Rhinanthus minor	Bombus terrestris
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.ter	Vicia sativa	Bombus terrestris
MOSA	4	low	a	142	20164	apidae	bombus	vic.s	b.ter	Vicia sativa	Bombus terrestris
MOSA	5	low	a	156	24336	apidae	bombus	cen.j	b.hor	Centaurea jacea	Bombus hortorum
MOSA	5	low	a	156	24336	apidae	bombus	rhi.m	b.hor	Rhinanthus minor	Bombus hortorum
MOSA	5	low	a	156	24336	apidae	bombus	tri.p	b.hor	Trifolium pratense	Bombus hortorum
MOSA	5	low	a	156	24336	apidae	bombus	cen.j	b.hyp	Centaurea jacea	Bombus hypnorum
MOSA	5	low	a	156	24336	apidae	bombus	med.l	b.lap	Medicago lupulina	Bombus lapidarius
MOSA	5	low	a	156	24336	apidae	bombus	cen.j	b.lap	Centaurea jacea	Bombus lapidarius
MOSA	5	low	a	156	24336	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
MOSA	5	low	a	156	24336	apidae	bombus	tri.p	b.pas	Trifolium pratense	Bombus pascuorum
MOSA	5	low	a	156	24336	apidae	bombus	rhi.m	b.pas	Rhinanthus minor	Bombus pascuorum
MOSA	5	low	a	156	24336	apidae	bombus	sym.o	b.pas	Symphytum officinale	Bombus pascuorum
MOSA	5	low	a	156	24336	apidae	bombus	tri.r	b.pas	Trifolium repens	Bombus pascuorum
MOSA	5	low	a	156	24336	apidae	bombus	cen.j	b.ter	Centaurea jacea	Bombus terrestris
MOSA	5	low	a	156	24336	apidae	bombus	cen.j	b.ter	Centaurea jacea	Bombus terrestris
MOSA	5	low	a	156	24336	apidae	bombus	sym.o	b.ter	Symphytum officinale	Bombus terrestris
MOSA	5	low	a	156	24336	apidae	bombus	cen.j	b.ves	Centaurea jacea	Bombus vestalis
MOSA	5	low	a	156	24336	apidae	bombus	kna.a	b.ves	Knautia arvensis	Bombus vestalis
MOSA	5	low	a	156	24336	apidae	bombus	kna.a	b.ves	Knautia arvensis	Bombus vestalis
MOSA	6	low	a	170	28900	apidae	bombus	cen.j	b.hyp	Centaurea jacea	Bombus hypnorum
MOSA	6	low	a	170	28900	apidae	bombus	cen.j	b.hyp	Centaurea jacea	Bombus hypnorum
MOSA	6	low	a	170	28900	apidae	bombus	cen.j	b.lap	Centaurea jacea	Bombus lapidarius
MOSA	6	low	a	170	28900	apidae	bombus	lot.c	b.lap	Lotus corniculatus	Bombus lapidarius
MOSA	6	low	a	170	28900	apidae	bombus	cen.j	b.lap	Centaurea jacea	Bombus lapidarius
MOSA	6	low	a	170	28900	apidae	bombus	cen.j	b.lap	Centaurea jacea	Bombus lapidarius
